Var1,C6H,C6R,C6K,C32H,C32R,C32K,CellType,Size,Polydispersity,Uptake,ACTN1,ACTN2,ACTN3,ACTN4,AGRIN,BDNF,CAV1,CAV2,CAV3,CD44,CFL2,COL4A1,COL6A1,COL6A2,COL9A2,CSF1,EGFR,ETS1,FGF1,FGF18,FGF6,FGF9,FGFR2,FLNA,FSCN1,FZD2,GNAI2,GNG12,IL7R,ITGA3,ITGA5,ITGA6,ITGB1,ITGB6,ITGB8,MET,MSN,MYH9,MYLK,NGF,NOTCH2,NOTCH3,OSMR,PDGFC,PLAU,RRAS,RRAS2,SDC4,TGFB1,THBS1,VEGFC,VIM,ZYX
58,0,0,40,0,0,60,OVCAR4,107.5,0.239,80,2.80827139904259,-5.29039146400727,-1.22609094073441,0.43432176157701,-0.32822470180407,-4.53537741931894,-0.501231783855914,-2.81812581535633,-4.02314322387595,-1.0574876706012,-1.29140258734982,-0.224629550311001,-2.1001187335031,-3.62805753178995,-1.83187742425092,-4.71285699485486,-2.63485894245577,-3.53728616455894,-4.45569029126056,1.79961795099096,-5.37476356247568,-0.163780397645673,-3.39209568699571,1.48657140609253,-2.58079860932588,-1.56175100769779,-2.48106545674909,-1.1801967838183,-5.49281396715248,-1.32112132122649,-3.70367466574546,-3.40592198797465,0.37769787766946,-3.83213668610096,-2.10781799191523,-1.2999778670263,-2.45299243456226,1.90755585645898,-1.34190048926783,-3.43456581090287,-1.57222594317422,-4.86967689662279,-3.78864574504319,-1.30173939095291,0.696005346042307,-0.109483391782652,-0.174821356495398,0.295070911122286,-3.68327744020178,-1.92583477432969,-5.18959047120298,1.66562388043009,0.637385725693852
59,0,0,60,0,0,40,OVCAR4,121,0.0483,41,2.80827139904259,-5.29039146400727,-1.22609094073441,0.43432176157701,-0.32822470180407,-4.53537741931894,-0.501231783855914,-2.81812581535633,-4.02314322387595,-1.0574876706012,-1.29140258734982,-0.224629550311001,-2.1001187335031,-3.62805753178995,-1.83187742425092,-4.71285699485486,-2.63485894245577,-3.53728616455894,-4.45569029126056,1.79961795099096,-5.37476356247568,-0.163780397645673,-3.39209568699571,1.48657140609253,-2.58079860932588,-1.56175100769779,-2.48106545674909,-1.1801967838183,-5.49281396715248,-1.32112132122649,-3.70367466574546,-3.40592198797465,0.37769787766946,-3.83213668610096,-2.10781799191523,-1.2999778670263,-2.45299243456226,1.90755585645898,-1.34190048926783,-3.43456581090287,-1.57222594317422,-4.86967689662279,-3.78864574504319,-1.30173939095291,0.696005346042307,-0.109483391782652,-0.174821356495398,0.295070911122286,-3.68327744020178,-1.92583477432969,-5.18959047120298,1.66562388043009,0.637385725693852
60,0,0,80,0,0,20,OVCAR4,186,0.03755,59.5,2.80827139904259,-5.29039146400727,-1.22609094073441,0.43432176157701,-0.32822470180407,-4.53537741931894,-0.501231783855914,-2.81812581535633,-4.02314322387595,-1.0574876706012,-1.29140258734982,-0.224629550311001,-2.1001187335031,-3.62805753178995,-1.83187742425092,-4.71285699485486,-2.63485894245577,-3.53728616455894,-4.45569029126056,1.79961795099096,-5.37476356247568,-0.163780397645673,-3.39209568699571,1.48657140609253,-2.58079860932588,-1.56175100769779,-2.48106545674909,-1.1801967838183,-5.49281396715248,-1.32112132122649,-3.70367466574546,-3.40592198797465,0.37769787766946,-3.83213668610096,-2.10781799191523,-1.2999778670263,-2.45299243456226,1.90755585645898,-1.34190048926783,-3.43456581090287,-1.57222594317422,-4.86967689662279,-3.78864574504319,-1.30173939095291,0.696005346042307,-0.109483391782652,-0.174821356495398,0.295070911122286,-3.68327744020178,-1.92583477432969,-5.18959047120298,1.66562388043009,0.637385725693852
1,20,80,0,0,0,0,PANC02,122.5,0.0686,48.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
2,40,60,0,0,0,0,PANC02,126,0.017395,46.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
3,80,20,0,0,0,0,PANC02,260.5,0.1115,1.75,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
4,0,80,20,0,0,0,PANC02,121.5,0.0835,21.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
5,0,60,40,0,0,0,PANC02,120,0.0767,0.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
6,0,20,80,0,0,0,PANC02,382.5,0.158,41.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
7,80,0,20,0,0,0,PANC02,503,0.1051,0,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
8,60,0,40,0,0,0,PANC02,603,0.1175,0,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
9,20,0,80,0,0,0,PANC02,694,0.0219,0,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
10,100,0,0,0,0,0,PANC02,280,0.131,0.75,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
11,0,100,0,0,0,0,PANC02,102,0.04305,47.25,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
12,0,0,100,0,0,0,PANC02,651.5,0.0748,41,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
13,0,0,0,20,80,0,PANC02,578.5,0.11765,74.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
14,0,0,0,40,60,0,PANC02,548.5,0.0229,64.25,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
15,0,0,0,80,20,0,PANC02,409.5,0.138,3.25,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
16,0,0,0,0,80,20,PANC02,225,0.09275,50.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
17,0,0,0,0,60,40,PANC02,173.5,0.66,52.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
18,0,0,0,0,20,80,PANC02,100.6,0.683,39,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
19,0,0,0,80,0,20,PANC02,385.5,0.0985,1,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
20,0,0,0,60,0,40,PANC02,151,0.0648,7.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
21,0,0,0,20,0,80,PANC02,80.35,0.7365,40.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
22,0,0,0,100,0,0,PANC02,261,0.3845,0.25,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
23,0,0,0,0,100,0,PANC02,81.8,0.186,66,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
24,0,0,0,0,0,100,PANC02,71.2,0.5145,44.5,-0.309593834084967,-4.89611264089936,-3.28319763316289,2.86244771523765,-2.80804716745026,-2.05638407649139,2.87389204306932,0.628097854740759,-4.93466827996409,1.45481556607343,-1.47761622646842,1.29543092715169,0.823244837022798,-1.07287754659917,-4.52772870337,0.984302731148126,-2.16326238842964,-1.75833838561587,-4.34627208903496,-2.13267168518981,-5.68831760384349,-4.6146670655041,-5.46716835794931,-0.302979895476586,-1.58802704962715,-1.08620336570309,1.71478241148484,-0.770017990809557,-4.69693133093262,0.827965791185524,-1.97583277369478,1.08046904849692,-0.515109429792435,-3.2906047525489,-4.8440588909124,-1.87041179095751,-1.85955085481454,3.86053313312693,0.0193692419149801,-3.95168119732875,-2.59154340006937,1.04140080995226,-0.710651902152853,-1.699084895443,-1.31669831880734,-0.0568263003551253,-1.39953417151751,-0.40208180583029,-0.808788802939352,-1.29239882827636,-2.0938583420923,3.28352792981997,3.12281221548771
